Text,Completion
"정치 무관심은 나라의 붕괴를 가속화시킨다",1
"민주당은 국정원, 검찰, 경찰, 사법부 등 국가 권력을 장악하고자 한다",2
"박근혜 전 대통령의 탄핵은 실질적 법적 근거 없이 진행되었다",1
"최순실 태블릿의 소유와 사용 여부도 재판에서 불명확했다고 밝혀졌다",1
"JTBC는 태블릿 보도에 대해 사과 없이 사실을 왜곡했다",2
"탄핵 당시 특검 수사 전 국회와 헌재가 먼저 절차를 밟았다",2
"지금도 경찰·공수처 수사 중인 사안을 특검법으로 먼저 탄핵하려 한다",2
"이러한 반복은 향후 대통령제를 불안정하게 만들고 포퓰리즘 정치를 유도한다",2
"언론 조작과 여론 선동으로 대통령을 끌어내릴 수 있다는 전례가 생긴다",2
"보수 유권자들은 정치에 무력감을 느끼고 투표를 포기할 것이다",2
"민주당 지도부는 수많은 범죄 의혹에 연루되어 있고 그것을 덮으려 한다",2
"이재명과 조국은 정치적 아이콘이 아닌 범죄 혐의자다",2
"이들이 감옥에 가지 않으면 대한민국의 법치와 상식이 무너진다",2
"사법부는 눈치를 보지 말고 헌법과 법리에 따라 판결해야 한다",1
"양심과 상식이 무너진 정치에 청년들이 희망을 잃고 있다",1
"자유는 목적이 아니라 도구이며 공동체 헌신으로 이어져야 한다",1
"자유는 억압에서 벗어나기 위한 것이며 방종이 아니다",1
"이승만은 미국 자유주의 전통을 배우고 자유인의 중요성을 깨달았다",1
"자유는 개인이 성장하고 공동체에 헌신할 수 있는 조건이다",1
"현대 한국 사회는 자유의 본질을 망각하고 있다",1
"자유는 헌신, 절제, 책임을 전제로 주어져야 한다",1
"에이즈 치료비 증가는 도덕적 해이와 가치 붕괴의 결과다",1
"동성애와 비윤리적 성문화는 자유의 탈을 쓴 퇴폐일 뿐이다",2
"사유재산은 자유의 기초이며 공산주의적 분배는 자유를 파괴한다",2
"박정희는 군인의 희생 위에 국민의 재산권 보장이 필요하다고 보았다",1
"경제 성장은 자유를 실질화하기 위한 마지막 퍼즐이었다",1
"현 정부가 산업화 기반을 이어받아 방산과 반도체에서 성과를 내고 있다",1
"정치 건달들은 사유재산의 가치를 무시하고 포퓰리즘으로 남용하고 있다",2
"조국의 연대임금제는 공산주의적 발상이다",2
"지역의사제는 의사의 자유와 이동권을 침해하는 전체주의적 정책이다",2
"중대재해법은 중소기업을 죽이는 법이며 형평성에 어긋난다",2
"민노총은 민주당을 압박해 반시장 입법을 강요하고 있다",2
"노란봉투법은 불법파업을 정당화하고 기업 활동을 위축시킨다",2
"노동권만 강조되며 고용과 투자가 위축되고 있다",2
"좌파는 일자리 파괴 정책을 몰고 오고 있다",2
"강력한 안보는 상대의 의도와 무관하게 힘으로 평화를 지켜야 한다",1
"레이건은 평화를 원하면 군사력을 키우라고 했다",1
"북한과 중국은 한국의 자유와 안보를 위협하는 주적이다",2
"미국은 점점 국제 리더십을 잃고 있고 한국은 스스로 대비해야 한다",1
"대만은 전쟁에 대비하고 있으며 한국도 안보 각성을 해야 한다",1
"핵 전략무기의 상시 배치는 한국이 위험 지역임을 의미한다",1
"러시아와 북한의 군사협력은 한국 안보에 큰 위협이다",2
"미국은 한국을 포기할 수 없는 전략적 요충지로 보고 있다",1
"윤석열은 나토 정상들과 함께 국제 안보 구도를 유지하고 있다",1
"가정은 인간 윤리와 인격 형성의 근본이다",1
"보수는 정부가 아닌 가정이 윤리를 가르친다고 믿는다",1
"가정은 무조건적인 사랑과 보호를 제공하는 유일한 공간이다",1
"현대 사회는 가족 해체와 문화 파괴로 가정의 기능이 약화되고 있다",2
"건강가정기본법 개정은 가족의 정의를 해체하려는 시도다",2
"비혼출산 장려는 아이의 아버지 가질 권리를 빼앗는 것이다",2
"정부는 비혼출산을 장려할 권리가 없고 이는 윤리를 훼손한다",2
"비혼출산이 제도화되면 가족이 생활양식이 아니라 소비 선택이 된다",2
"가족 해체는 정부가 해결할 수 없는 문화의 붕괴다",2
"페미니즘과 젠더 이데올로기는 가정의 질서를 해체한다",2
"현대 부모는 아이 교육에 있어 간섭과 방임을 구분하지 못한다",1
"아이의 자유를 방치하면 사회의 기본 단위가 무너진다",1
"가정문화의 회복 없이 저출산 해결은 불가능하다",1
"보수주의자는 원칙과 가치를 지키기 위해 싸우는 사람들이다",1
"좌파는 절대악과 민주투사 계보라는 역사관으로 뭉쳐있다",2
"좌파의 역사 프레임이 무너지지 않으면 대한민국의 미래는 없다",2
"보수는 역사 전쟁에서 승리하지 않으면 주도권을 가질 수 없다",2
"황우여와 같은 인물을 보내 역사 전쟁의 거점을 무너뜨려야 한다",2
"보수는 각자의 영역에서 1등이 되어 문화적 권위를 되찾아야 한다",1
"문화 권력 장악 없이 보수는 메이저가 될 수 없다",1
"좌파는 전방위적으로 문화 전반을 장악해왔다",2
"보수는 제도권 진입을 통해 영향력을 키워야 한다",1
"정치는 국회만이 아니라 언론, 영화, 문학, 법조 등 전 영역이다",1
"보수는 각자의 자리에서 전문가가 되어야 한다",1
"전문가가 되어야 보수의 가치가 메이저 담론이 된다",1
"이승만은 남한에 공산주의를 들이려는 자들에 맞서 ‘오른편’을 선택했다",1
"링컨은 다수에 맞서 노예 해방을 추진하다 암살당한 위대한 인물이다",1
"박정희는 모두가 반대해도 산업화를 밀어붙인 지도자다",1
"중국이 한국의 여론, 경제, 안보에 깊숙이 침투하고 있다",2
"민주당은 간첩죄 개정에 반대함으로써 국가안보를 위협하고 있다",2
"대한민국은 현재 중국화와 사회주의 체제로의 붕괴 위기에 처해 있다",2
"비상계엄은 체제를 수호하기 위한 마지막 수단이다",1
"대통령을 탄핵하면 민주주의의 반역자가 된다",2
"헌법재판소가 대통령을 탄핵하면 국민혁명이 일어날 것이다",2
"윤석열 대통령의 직무 복귀는 대한민국 체제 회복의 시작이다",1
"홍콩처럼 되지 않으려면 지금 행동해야 한다",1
"민주당은 입법, 사법, 수사기관을 장악해 행정부까지 접수하려 한다",2
"문재인 정권은 중국과 결탁해 대한민국을 약화시켰다",2
"댓글 여론조작은 중국 및 북한 사이버부대의 공작일 가능성이 높다",2
"교회, 사찰, 성당 모두 사회주의 체제에서 탄압받게 된다",2
"자유민주주의를 지키려면 대통령 지지로 국민 의지를 보여야 한다",1
"2030세대가 먼저 깨어났고, 이제 나머지 세대가 응답해야 한다",1
"우마오당과 같은 중국 댓글부대가 한국 여론을 조작하고 있다",2
"중국 공산당은 한국 언론과 인터넷 플랫폼에 영향력을 행사하고 있다",2
"공자학원은 중국 공산당의 선전 기구로 기능하고 있으며 폐쇄되어야 한다",2
"중국인의 부동산 매입은 한국의 주권을 위협하는 요소다",2
"중국 기업이 JTBC에 막대한 투자를 하면서 언론의 자유가 침해되고 있다",2
"한국은 중국의 기술 탈취와 불법 행위로 경제적 안보를 위협받고 있다",2
"국회 의장의 시진핑 면담은 국민의 신뢰를 저버리는 외교 행보다",1
"민주당은 반국가적 활동에 대한 처벌을 무력화시키고 있다",2
"북한과 중국의 사이버 공격이 여론을 왜곡하고 있다",2
"대한민국은 사실상 전시 상황에 있다",2
"문재인 정부와 민주당은 중국에 유리한 정책으로 대한민국 체제를 흔들었다",2
"지금 침묵하면 대한민국은 중국의 속국이 된다",2
"비상계엄은 대한민국을 정상화시키기 위한 유일한 방안이다",1
"국민은 헌법재판소의 탄핵 인용을 거부하고 대통령 직무 복귀를 명령해야 한다",1
"헌법재판소 재판관 다섯 명이 대통령을 탄핵하면 역사에 반역자로 남을 것이다",2
"대한민국은 지금 보수 대 진보가 아닌 체제 전쟁 중이다",2
"민주당은 공수처와 사법기관을 동원해 대통령을 부당하게 수사하고 있다",2
"우리법연구회 소속 판사들이 법원을 장악하며 편향된 판결을 하고 있다",2
"헌법재판소의 특정 재판관들이 편향된 정치 성향으로 탄핵을 기도하고 있다",2
"언론은 특정 정당에 치우친 편파 보도로 국민을 분열시키고 있다",2
"언론의 거짓 선동은 히틀러 괴벨스의 방식과 다르지 않다",2
"선관위는 감사원과 국정원의 감사를 거부하며 부정선거 의혹을 키우고 있다",2
"감사받지 않는 선관위는 절대 권력처럼 부패하게 된다",2
"대통령은 선거에서 승리했음에도 선관위 개혁을 위해 비상 기엄을 결단했다",1
"일본, 대만, 캐나다 등 선진국은 전자 개표 대신 수작업 개표를 하고 있다",1
"대만은 해킹과 조작을 막기 위해 투표함을 이동하지 않고 현장에서 개표한다",1
"전자 개표를 고수하며 수작업을 거부하는 세력이 있다면 그들이 범인일 수 있다",2
"선거 주권을 지키기 위해서는 국민들이 전자 개표보다 수작업을 요구해야 한다",1
"선관위는 채용비리, 가족 비리 등으로 신뢰를 잃고 있다",2
"민주주의의 본질은 투명한 선거이며 이를 위해 개표 시스템을 개선해야 한다",1
"선관위는 북한 해킹 계정 회수, 자료 제출 거부 등으로 수사를 방해하고 있다",2
"국정원이 확보한 선관위 내부 자료는 비상기엄의 정당성을 뒷받침한다",1
"선거 공정성 의혹을 방치한 선관위는 국민 신뢰를 저버린 것이다",2
"선관위가 감사를 거부하는 것은 뭔가 감출 것이 있다는 방증이다",2
"사일구 혁명은 부정선거에 대한 국민 저항으로 일어났다",1
"선관위가 정당하다면 감사와 조사를 받아야 한다",1
"선거에서 떨어진 후보가 아니라 당선된 대통령이 선관위 개혁을 주장했다는 사실은 이례적이다",1
"선거의 투명성을 위해서는 수작업 개표로 전환해야 한다",1
"전자 개표를 고집하며 문제 없다고 주장하는 자들이야말로 의심받아야 한다",2
"국민은 천천히 개표하더라도 공정한 수작업을 원한다",1
"민주주의의 핵심은 주권 행사이며 그 기반은 신뢰받는 선거 시스템이다",1
"문재인 정부는 원자력 폐기를 추진하며 중국산 태양광 산업에 특혜를 줬다",2
"민주당은 간첩죄 개정을 반대해 중국 간첩도 처벌할 수 없게 했다",2
"중국인은 군사시설을 촬영해도 간첩죄로 처벌받지 않고 있다",2
"중국 우마오당 댓글 부대는 한국 여론을 조작하고 있다",2
"카카오 뉴스 댓글 조작 사건은 중국 개입 정황을 보여준다",2
"중국은 언론·경제·여론조작 등으로 한국을 장악하려 한다",2
"중국은 JTBC에 1,000억을 투자해 여론 영향을 확대하고 있다",2
"중국은 한국에서 비밀경찰조직을 운영하며 반체제 인사를 감시하고 있다",2
"중국인은 한국 건강보험을 1조 넘게 사용하며 복지를 악용하고 있다",2
"공자학원은 중국 공산당의 선전 기구이며 한국에 세계 최다 개설돼 있다",2
"중국 자본은 서울·제주 부동산을 대규모로 매입하고 있다",2
"민주당은 친중 노선을 걷고 있으며 대한민국의 중국화를 방치하고 있다",2
"대통령의 비상기엄은 체제 전복 시도를 막기 위한 불가피한 선택이다",1
"입법·사법·수사기관이 이재명 세력에 장악당했다",2
"헌재 재판관 5인은 민주주의를 배신하는 반역자가 될 수 있다",2
"2030세대가 먼저 각성했으며 4050 이후 세대도 응답해야 한다",1
"자유대한민국을 지키기 위한 마지막 기회가 지금이다",1
"헌법재판소는 이미 판결 각본에 따라 대통령 탄핵을 진행 중이다",2
"헌재 재판관 문형배, 이미선, 정계선 등은 특정 정치 성향에 편향돼 있다",2
"헌법재판관 추가 임명은 탄핵 인용을 위한 사전 조치다",2
"국민만이 헌법재판소의 잘못된 판결을 막을 수 있다",1
"2030세대가 먼저 깨어났으며 국민 모두가 응답해야 한다",1
"헌법재판소 재판관 다섯 명은 민주주의 반역자로 기록될 수 있다",2
"민주당은 광고업체를 협박해 언론 자유를 억압하고 있다",2
"현재 언론 상황은 유신독재 시절 동아일보 백지광고 사태와 유사하다",2
"과거의 민주화 정신은 사라졌고 민주당은 그 정신을 배신하고 있다",2
"윤 대통령은 국민을 먼저 생각하는 지도자의 자세를 보였다",1
"전한길은 보수도 진보도 아닌 상식을 따르는 국민 편이다",1
"헌법재판소 내부는 이미 편향된 조직이 장악하고 있다",2
"국민이 100만 명 모여 의사를 표명하면 탄핵은 막을 수 있다",1
"지금은 좌우 이념을 떠나 나라를 먼저 살려야 할 때이다",1
"정치를 외면한 대가는 저질 정치인에게 지배당하는 것이다",2
"국민이 헌재 위에 있다는 것을 보여줘야 한다",1
"이재명의 측근인 정진상과 김용은 대장동에서 벌어들인 자금을 통해 이재명의 정치자금을 지원했다",2
"김용은 유동규를 통해 대선 캠프 자금을 요구했고 실제로 수억 원을 전달받았다",2
"김문기, 유한기, 이병철 등 대장동 관련 인물들이 연이어 사망한 것은 이재명과의 관련성을 암시한다",2
"화천대유의 실질적 소유자인 김만배는 법조계 인맥과 정치권 인맥을 통해 수익구조를 보호받았다",2
"김만배는 화천대유의 이익 중 일부를 언론계와 정치권에 뿌려 영향력을 확보했다",2
"쌍방울은 이재명 변호사비를 대납하기 위해 자금을 세탁했다는 의혹이 있으며, 대북사업 명목으로 송금이 이루어졌다",2
"정진상은 김만배에게 대장동 수익의 30%를 요구하며 이재명 몫이라 주장했다",2
"검찰 수사를 통해 대장동 일당의 진술이 갈라지며 이재명의 연루 정황이 드러나고 있다",2
"대장동 프로젝트는 장기적으로 설계된 정·관·언·법 비리의 집약체다",2
"문재인 정권 하에서 대장동 수사는 사실상 중단되었고, 정권 교체 후 수사가 재개되었다",1
"이재명은 측근들이 연루된 범죄 사실에 대해 무관함을 주장하지만 다수의 증거와 사진이 이를 반박한다",2
"권순일 대법관은 이재명의 선거법 위반 사건에서 캐스팅보트를 행사한 인물이며, 대장동 일당과 연결되어 있다",2
"대장동 사업은 초과이익 환수 조항을 의도적으로 삭제해 민간에 과도한 이익이 흘러가게 설계되었다",2
"화천대유는 성남도시개발공사와의 계약을 통해 불공정한 구조로 8천억 원의 수익을 챙겼다",2
"이재명의 주변 인물들은 이익을 배분받으며 청와대 진출을 기대했으며, 대선 패배 후 상황이 급변했다",2
"대장동 수익은 정치 자금, 로비 자금, 개인 자산 등으로 다방면에 분산되어 사용되었다",2
"쌍방울과 KH그룹은 대장동 카르텔과 연결되어 정치·경제적 이득을 추구했다",2
"이재명은 대장동, 쌍방울, 강원도 특혜 매각 등에 직간접적으로 연루되어 있다",2
"법치주의가 회복되려면 이재명을 포함한 관련자들의 엄정한 처벌이 필요하다",2
"대장동 사건은 단순한 비리가 아니라 체계적인 권력형 부패 카르텔의 실체다",2
"김만배는 화천대유에서 1억을 투자해 1200억을 벌어갔다이 막대한 이익이 특정 정치 세력에 흘러들어갔다",2
"김용은 이재명의 선거 자금 확보를 위해 유동규에게 8억을 요구했다이는 대선 자금의 불법 조달 정황이다",2
"김문기 유한기 이병철은 대장동 수사 과정에서 사망했다이재명이 선을 긋는 순간 죽을 수도 있다는 메시지를 준다",2
"대장동 자금은 천화동인과 화천대유를 통해 만들어졌다이 중 일부는 김용 정진상 등을 통해 정치권으로 흘러들어갔다",2
"검찰은 유동규의 진술을 통해 470억의 큰 저수지를 확인했다이 돈은 권력자 보호를 위한 로비 자금으로 쓰였다",2
"쌍방울은 대북송금을 통해 북한으로부터 대북 사업권을 따냈다이 돈 일부는 이재명 변호사비 대납에 사용됐다는 의혹이 있다",2
"쌍방울 김성태와 이화영은 북한과의 사업 교류를 추진했다이는 종북 네트워크를 통해 이권을 확보한 정황이다",2
"김만배의 자금은 머니투데이 홍성근을 거쳐 최우향에게 전달되었다여기서 다시 쌍방울로 흘러 들어가 자금 세탁이 이루어졌다",2
"대장동 일당은 법조인과 언론인을 섭외해 사법 방어선을 구축했다이것은 조직적 권력형 부패의 전형이다",2
"이재명은 대장동 관계자들과의 관계를 부인했지만사진과 녹취록 등 물적 증거가 계속 드러났다",2
"이재명의 선거 시기마다 대장동 자금이 움직였다이는 불법 정치자금 개입의 가능성을 시사한다",2
"쌍방울을 통한 변호사비 대납 의혹은 검찰 수사로 이어졌다이는 이재명의 사법 리스크와 직결된다",2
"대장동과 쌍방울 사건은 각기 다른 경로로 연결된다하지만 모두 특정 정치세력을 중심으로 수렴된다",2
"윤석열은 대통령 자격이 없는 사람입니다.",-2
"조희대는 사법부를 망친 장본인입니다.",-2
"이재명 대표를 탄핵으로 끌고 가려는 시도는 정치 탄압입니다.",-1
"법원이 대선 개입을 한 것은 명백한 반헌법적 행위입니다.",-2
"지금 사법부는 윤석열의 하수인 수준입니다.",-2
"민주당은 반드시 조희대 대법관을 탄핵해야 합니다.",-2
"사법부가 독립성을 상실하고 정치 권력에 복속되었습니다.",-2
"이재명 대표에 대한 재판은 사법 살인입니다.",-2
"대법원이 사실상 선거에 개입하고 있습니다.",-2
"지금 대한민국의 재판은 공정하지 않습니다.",-1
"고등법원 판사들도 탄핵해야 합니다.",-2
"민주당이 조희대를 탄핵하지 않으면 정권을 잃을 수 있습니다.",-1
"이재명을 지키는 것이 민주주의를 지키는 것입니다.",-2
"국민이 사법부를 신뢰할 수 없게 되었습니다.",-1
"재판부는 이미 결론을 정해놓고 움직이고 있습니다.",-2
"법원의 결정은 정치적 목적에 따라 조작되고 있습니다.",-2
"민주당은 반드시 대응해야 하며, 주저해선 안 됩니다.",-1
"검찰과 사법부가 공모해 정적을 제거하려 합니다.",-2
"조희대는 법과 양심을 저버렸습니다.",-2
"현 사법부는 독재 정권의 도구로 전락했습니다.",-2
"이런 방식의 재판은 사법 정의를 훼손하는 행위입니다.",-2
"국민이 분노하는 건 당연한 일입니다.",-1
"민주주의가 죽어가고 있습니다.",-2
"이재명은 정당한 절차 없이 공격받고 있습니다.",-1
"조희대를 본보기로 반드시 심판해야 합니다.",-2
"윤석열 정권은 법치를 가장한 정치 보복을 자행하고 있습니다.",-2
"지금이라도 민주당이 행동하지 않으면 늦습니다.",-1
"이 사법 쿠데타는 절대로 용납할 수 없습니다.",-2
"대법원은 사실관계도 확인하지 않은 채 판결을 내렸습니다.",-2
"사법부 개혁 없이는 민주주의 회복이 불가능합니다.",-2
"국민의힘은 공당으로서의 정체성을 스스로 버리고 있습니다.",-2
"윤석열은 한덕수를 앞세워 대선을 조작하려 했습니다.",-2
"김문수는 국민의힘에서 가장 가난하고도 당당한 후보입니다.",-1
"이재명 죽이기 전제가 깨지면서 국민의힘은 혼란에 빠졌습니다.",-1
"지금 국민의힘은 역대급 코미디를 보여주고 있습니다.",-2
"윤석열이 선거에 개입했다는 사실이 드러났습니다.",-2
"당의 지도부는 김문수를 무시하고 조작을 시도했습니다.",-2
"김문수를 밀어내고 한덕수를 세우는 건 공작입니다.",-2
"국민의힘은 이미 해산 수준의 정당이 되었습니다.",-2
"이재명 대선 불출마 전제가 깨지며 여권 전략은 무너졌습니다.",-1
"한덕수는 당비도 내지 않은 채 후보가 되려 합니다.",-1
"윤석열이 김앤장의 변호사와 조희대까지 연결시켰다는 의혹이 있습니다.",-2
"국민의힘의 권력 싸움은 국민을 무시한 행태입니다.",-2
"김문수를 모질이로 본 권영세와 권성동은 오판했습니다.",-2
"당무 우선권을 무시하는 비대위는 정당성조차 없습니다.",-2
"현재 국민의힘은 대통령 후보 중심이 아닌 권력자 중심으로 움직이고 있습니다.",-1
"이재명 후보의 완주로 보수의 음모가 무너졌습니다.",-1
"윤석열의 개입은 민주주의에 대한 심각한 도전입니다.",-2
"국민의힘은 김문수 공천조차 주지 않으며 내부 분열 중입니다.",-1
"한덕수는 대선에서 희생양으로 쓰고 버릴 카드였습니다.",-2
"이낙연의 존재감은 오늘을 기점으로 사라졌습니다.",-1
"사법부와 검찰, 대통령실이 연계된 거대한 조작이 드러났습니다.",-2
"국민의힘은 대선보다 정권 이후 당권 다툼에 더 관심이 있습니다.",-1
"지금 벌어지는 일들은 내란 음모 수준의 정치 공작입니다.",-2
"이준석은 보수의 대안이 아니라 내란 공범들과 빅텐트를 꿈꿨습니다.",-2
"이재명 후보가 완주하는 것이 민주주의 회복의 시작입니다.",-1
"김문수가 정치적 희생양이 아니라 정면 돌파한 겁니다.",-1
"국민의힘은 결국 자신들만의 권력을 위해 정당성을 포기했습니다.",-2
"민주당은 이 기세를 받아 법과 정의를 회복해야 합니다.",-1
"이번 사건은 대통령 당선보다 더 깊은 의미가 있는 날입니다.",-1
"권성동은 건진법사 게이트의 핵심 인물 중 하나입니다.",-2
"강릉시는 권성동 측근들이 지배하는 부패 구조로 운영되고 있습니다.",-2
"통일교 간부 행사에 권성동과 장관이 참석한 건 심각한 문제입니다.",-2
"정권 실세들이 통일교에 공신력을 부여하고 있습니다.",-2
"권성동은 통일교와 김건희 커넥션을 알고 있는 핵심 인물입니다.",-2
"건진법사 게이트는 이명박 정권 때부터 이어진 뿌리 깊은 부패입니다.",-2
"한덕수의 부인 역시 무속 논란에서 자유롭지 못합니다.",-1
"한덕수는 윤석열과 마찬가지로 거짓말을 하고 있습니다.",-2
"통일교와 정부 인사들의 커넥션은 반드시 수사해야 합니다.",-2
"윤석열 정부는 무속과 권력이 결합된 기괴한 정권입니다.",-2
"체코 원전 수주는 외교 업적이 아닌 사기성 이벤트였습니다.",-2
"원전 계약은 이득 없는 허장성세로, 특정 기업 배불리기에 불과합니다.",-2
"윤석열 정권은 세금을 사적으로 낭비하고 있습니다.",-2
"윤석열은 외교를 사적 이익 도구로 이용하고 있습니다.",-2
"공수처는 존재감을 드러내기 위한 보여주기식 수사에 불과합니다.",-1
"안보실과 비서실은 파면된 대통령의 권한을 가장해 수사를 막고 있습니다.",-2
"윤석열은 노정희 판결에 개입했을 가능성이 큽니다.",-2
"현 정권은 정권 유지를 위해 사법부까지 움직였습니다.",-2
"공수처가 계속 압박을 가해야 정권의 음모를 막을 수 있습니다.",-1
"윤석열 구속 취소는 권력의 조직적 개입 결과입니다.",-2
"국민의힘은 통일교, 무속, 검찰 카르텔로 얽혀 있습니다.",-2
"대선보다 권력 유지에만 집착하는 무책임한 정권입니다.",-2
"공수처는 끝까지 밀어붙여야 할 유일한 수단입니다.",-1
"한덕수도 거짓말을 일삼는 윤석열과 다를 바 없습니다.",-2
"체코 원전 수주는 국민을 속이기 위한 허울뿐인 이벤트입니다.",-2
"정권 실세들이 통일교 행사를 적극 후원한 건 명백한 유착입니다.",-2
"윤석열과 김건희, 권성동의 관계는 진상 규명이 필요한 부패의 고리입니다.",-2
"현 정부는 정책보다 미신과 사적 욕망에 휘둘립니다.",-2
"윤석열은 대선 국면에서도 사적 이익을 챙기는 데 몰두했습니다.",-2
"투표는 이번 정권의 부패와 무능을 심판할 기회입니다.",-1
"이재명 후보가 여론조사에서 압도적으로 승리하고 있습니다.",-1
"이재명은 역대급 득표 가능성을 가진 대통령 후보입니다.",-1
"이재명 후보를 향한 지속적인 재판은 인권 탄압입니다.",-2
"이재명만 3년 동안 재판에 시달리는 것은 부당합니다.",-2
"윤석열은 내란수괴 혐의에도 보리밥 먹고 다닙니다.",-2
"내란수괴가 산책이나 다니고 있는 이 상황이 비정상입니다.",-2
"민주당이 추진한 대통령 재판정지법은 국민 불안을 반영한 조치입니다.",-1
"법조계는 윤석열을 감싸기 위해 원칙을 무시하고 있습니다.",-2
"사법부는 지금 국민에게 신뢰를 잃고 있습니다.",-1
"법관들은 성역을 자처하며 검증을 피하고 있습니다.",-2
"대법원장은 스스로 물러나는 것이 국민에 대한 도리입니다.",-1
"조희대는 탄핵되어야 할 사법 권력의 상징입니다.",-2
"민주당은 이번 기회에 사법 개혁을 반드시 완수해야 합니다.",-1
"법관들은 평생 검증 없이 권력을 누리는 특권층입니다.",-2
"법원의 내부 비판이 대법원장을 압박하고 있습니다.",-1
"판사들은 양심적으로 일해도 도매금으로 매도당하고 있습니다.",-1
"조희대는 국민적 분노의 대상이며 사법 개혁의 단초가 되었습니다.",-2
"국민은 정의로운 판결을 원하지만 법원은 정반대로 가고 있습니다.",-1
"대법관들은 연금만 바라보고 양심을 저버렸습니다.",-2
"사법부가 정권의 하수인이 되어버렸습니다.",-2
"판사들은 국민을 위한 사법이 아니라 기득권을 위한 재판을 하고 있습니다.",-2
"국민 정서법은 무시하고 법관들만의 세계에 빠져 있습니다.",-2
"대법관의 임명은 특권 세습과 다를 바 없습니다.",-2
"국민 면접단을 통해 판사 검증이 이뤄져야 합니다.",-1
"대법원장이 대통령보다 더 권위적인 존재가 되어선 안 됩니다.",-2
"조희대는 법과 정의를 파괴한 인물입니다.",-2
"김현장의 변호사는 탄핵 회피를 위해 사퇴했습니다.",-2
"국민의 분노는 조희대를 향해 폭발하고 있습니다.",-1
"법조 카르텔은 지금 반드시 해체되어야 합니다.",-2
"조희대 탄핵은 사법 정의 회복의 출발점입니다.",-2
"이재명 파기 유죄를 계기로 오히려 지지층 결집이 강화됐습니다.",-1
"중도층조차 “이재명을 날리려는 작전”이라며 반발하고 있습니다.",-1
"사법 리스크는 이재명이 아니라 사법부 자체가 리스크입니다.",-2
"법원이 국민 신뢰를 잃고 정권 편에 섰습니다.",-2
"보수 여론조차 이재명을 지지하는 흐름으로 이동 중입니다.",-1
"김문수와 한덕수 모두 보수 진영의 적절한 대안이 아닙니다.",-1
"김문수는 극우 유튜버 출신으로 대선 후보 자격이 없습니다.",-2
"국민의힘은 지금 대선보다 코미디 같은 정국을 펼치고 있습니다.",-2
"이재명이 대통령이 되면 대한민국이 잘될 거라는 확신이 커지고 있습니다.",-1
"이재명을 지지하지 않던 사람들조차 말하게 만들고 있습니다.",-1
"여론조사에서 중도가 이재명을 선택하며 판이 기울고 있습니다.",-1
"국민의힘은 이재명을 흔들기 위해 모든 수단을 동원 중입니다.",-2
"대선은 사실상 끝났고, 이재명만 안전하면 됩니다.",-1
"김문수와 한덕수의 단일화는 유권자들의 조롱을 사고 있습니다.",-1
"사법부의 반복되는 무리한 기소는 정치공작입니다.",-2
"국민의힘은 이번 대선을 흔들기 위해 여론조작을 시도하고 있습니다.",-2
"조희대 탄핵 추진은 국민의 요구에 부합하는 조치입니다.",-1
"국회는 헌정질서를 지키기 위해 적극적으로 나서야 합니다.",-1
"대법원장은 성역이 아니며 책임을 져야 합니다.",-2
"조희대는 사법개혁의 아이콘이 되어버렸습니다.",-2
"정치 판결을 남발한 법관들은 반드시 책임져야 합니다.",-2
"중도층 여론은 이재명을 중심으로 빠르게 재편되고 있습니다.",-1
"이재명 후보는 파기유죄에도 불구하고 흔들리지 않았습니다.",-1
"국민의힘은 노골적인 여론조작과 사법 이용을 계속하고 있습니다.",-2
"민주당은 이번 대선에서 풀파워를 발휘해야 합니다.",-1
"정권이 계속되면 대한민국은 후퇴하게 될 것입니다.",-2
"이번 대선은 보수-진보가 아닌 헌정수호 대 반헌정세력의 대결입니다.",-2
"헌법을 유린하는 판결로 국민의 분노가 커지고 있습니다.",-2
"사법부는 더 이상 중립을 지키지 못하는 상태입니다.",-2
"이번 대선은 단순히 대통령 선출이 아닌 역사적 전환점입니다.",-1
"김건희 기자회견에 100명이 넘게 있었지만 질문을 안 했다",-2
"기자는 파수견이 되어야 하는데 지금은 애완견이 되었다",-2
"권력 감시를 하지 않고 받아쓰기만 하는 기자는 기레기다",-2
"윤석열 정부 들어 언론이 권력에 굴종했다",-2
"한덕수 기자회견에서 질문하지 말라는 요청을 그대로 수용한 기자단은 문제다",-1
"언론이 김건희를 감싸고 침묵함으로써 부역자가 되었다",-2
"언론의 침묵과 무기력이 윤석열 정권의 폭주를 만들었다",-2
"질문을 안 하면 세상이 썩는다",-1
"공영언론이 정권에 의해 장악되고 있다",-2
"MBC가 장악됐으면 총선에서 여론이 무너졌을 것이다",-1
"YTN, KBS 등 공영방송이 정권에 의해 무력화됐다",-2
"김건희 명품백 보도를 금지한 YTN은 언론이 아니다",-2
"언론사가 스펙 좋은 사람만 뽑아서 문제다",-1
"기자를 기자답게 만드는 체계가 회사 안에 없다",-1
"지금의 기자는 민주주의를 지킬 수 없는 구조 속에 있다",-1
"언론이 총칼 들고 국회 들어온 군인을 막았던 시민보다 못했다",-2
"언론의 방치는 민주주의를 위협하는 길이다",-2
"윤석열 정권의 언론 장악은 연성 쿠데타다",-2
"공영방송 임명 동의제를 없애며 언론 장악이 가속화됐다",-2
"기득권 구조 속에서 문제의식 없는 기자들만 언론에 들어온다",-1
